X,Y,BUS_STOP_N,BUS_ROOF_N,LOC_DESC,X,Y
28385.7446997279,39159.2395019887,54189,B02,BLK 110,28386,39159
35843.2875430868,34708.9649271037,71099,B01,BLK 311,35843,34709
29470.2030994099,35020.0097995199,52181,B02,OPP TOA PAYOH STN,29470,35020
30774.2485023727,39153.7674020603,54429,B01,BLK 561,30774,39154
39351.3968975354,34220.0976983849,84191,NIL,BLK 220 CP,39351,34220
20343.1270973364,36560.1017008485,43201,B01,OPP AUTOBACS,20343,36560
17329.4048015491,36090.3641021018,28339,B04,BLK 252,17329,36090
27434.0029017712,27869.9919000937,14101,B09,OPP KEPPEL DP BLK 517,27434,27870
22415.0393985823,43617.4636028293,48039,B17,LP 159,22415,43617
27495.9731997801,45765.4668010562,59111,B04,BLK 701,27496,45765
29866.1555021231,39830.2267025106,54351,B18,NANYANG POLY,29866,39830
40171.1257005806,33661.4714993481,84071,B10,BLK 71,40171,33661
36469.1927979322,44004.6700992494,65119,B24,OPP PUNGGOL 17TH AVE,36469,44005
18981.4317976499,43594.9864031252,49011,B01,OPP KIM HOCK CORP PTE LTD,18981,43595
20238.0935012365,35702.2757984538,42209,B01,AFT TOH TUCK RISE,20238,35702
20275.0865989534,35729.7883991492,42201,B02,BEF TOH TUCK RISE,20275,35730
18475.0507032435,42817.7737026997,45411,B05,OPP BLK 670,18475,42818
37201.165398741,35034.8483025275,84501,B31,CHRIST CH,37201,35035
24485.5571992429,32069.5136007933,11071,B11,BLK 97,24486,32070
23639.1408032871,46737.005102632,46399,B05,AFT 888 PLAZA,23639,46737
29664.021598037,35575.9196980328,52221,B01,OPP JACKSON SQ,29664,35576
29990.259301654,32002.1494019265,07031,B01,TEKKA CTR,29990,32002
35093.9114015051,34598.7613011408,71141,B06,BLK 3023,35094,34599
39558.2506010127,37559.5741005323,75131,B08,BET BLKS 701/702,39558,37560
9305.09489729372,32139.1555992427,24381,B02,WATT \& AKKERMANS,9305,32139
29319.2072025704,37780.907298893,53389,B04,OPP BISHAN NTH SHOP MALL,29319,37781
15285.3877001989,34235.973997515,21171,B01,OPP CORPORATION PL,15285,34236
18881.2890989497,40389.0079993409,44291,B05,OPP CHOA CHU KANG POLYCLINIC,18881,40389
13369.7057027581,42928.6672983294,32049,B30,AFT LP 161,13370,42929
34126.7449012452,37195.7698987546,63299,B01,BLK 115,34127,37196
7103.20539746706,34411.2593032268,25069,B06,MAYFRAN GROUP,7103,34411
46066.8916977764,39397.7607992836,95041,B01,OPP SATS CARGO TER,46067,39398
30315.372996769,32916.1366991965,50251,B01,AFT RACE COURSE RD,30315,32916
32680.3768004883,35644.451298724,70061,B06,OPP MT VERNON CREMATORIUM,32680,35644
41672.0434979895,35045.7110029393,96029,B06,EXPO HALLS 1/2/3,41672,35046
14044.706501763,46138.5663026475,34011,B09,OPP LIM CHU KANG LANE 4,14045,46139
37209.1365883539,41785.017595074,65239,B01,,37209,41785
18296.8734972886,36347.5338017807,43691,B01,BLK 190,18297,36348
40958.6432985435,39578.1656985372,77009,NIL,PASIR RIS INT,40959,39578
31677.4161889187,34526.9410886055,60089,B01,OPP ST ANDREW'S JNR SCH,31677,34527
17940.4638041079,34684.9628884292,28239,B09,OPP JURONG TOWN HALL,17940,34685
26997.8299058297,27851.047506934,14431,B01,MT FABER LODGE,26998,27851
19610.9901972903,36830.386698863,43169,B02,BLK 254,19611,36830
20343.3515029919,31841.7112990091,17041,B07,BLK 726 CLEMENTI WEST MKT,20343,31842
22439.9255019407,48083.9880000151,47021,B26,KHALSA CRES CTR,22440,48084
16915.6808993235,32260.0535999233,29019,B07,SANMINA-SCI,16916,32260
11554.0259994908,34429.5925000555,23159,B15,AFT FIFTH LOKYANG RD,11554,34430
28597.9226001561,29832.4653975345,06031,NIL,OPP BLK 13,28598,29832
27153.5803021965,33502.9870992493,40229,B08,STEVENS CT,27154,33503
19388.8929028543,43907.5695008302,45099,B22,AFT JLN BUMBONG,19389,43908
28313.1325029538,40463.9762013688,55019,B49,THE CALROSE,28313,40464
19201.7250018387,37442.4859992281,43559,B03,LITTLE GUILIN,19202,37442
41772.2219001398,35932.4539935478,96299,B04,,41772,35932
39074.5541018363,40009.4127999092,77339,B05,AFT TPE,39075,40009
10252.4976996559,34797.7954012003,24049,B13,PASIR LABA CAMP,10252,34798
30500.0908978686,34210.2007997289,52499,NIL,ST MICHAEL'S TER,30500,34210
31402.5166998588,44553.5570981188,68141,B11,OPP AIRPORT PAX TER BLDG,31403,44554
20623.6293019411,30693.3462980733,17019,B02,VARSITY PARK,20624,30693
39765.4596029932,35053.3708022297,84259,B01,BLK 88,39765,35053
24635.9797022394,47055.603700306,47609,B10,OPP BLK 793,24636,47056
24577.7501079577,34577.2895736925,41071,B31,OPP NATL JC,24578,34577
34882.1173016133,39675.7313989154,64421,B07,BLK 421,34882,39676
18229.1625016828,34959.5202012743,28051,0,After Jurong East St. 11,18229,34960
18211.4574981134,40419.6489985067,44489,B04,BLK 220,18211,40420
27988.5172765826,39342.571938928,56241,B03,ST NICHOLAS GIRLS',27989,39343
29879.1302969207,34816.6275024221,52509,B02,OPP TOA PAYOH SWIM CPLX,29879,34817
42337.8187010878,39681.4159967485,78129,B08,OPP BLKS 232/233,42338,39681
35007.9996002885,40957.5020009332,67201,B02,BLK 206A,35008,40958
25427.81446052,34110.2780775817,41049,B18,OPP CORONATION PLAZA,25428,34110
33074.0270006509,40096.2924029085,66489,B02,BLK 969,33074,40096
25482.0121986476,49776.1909022752,47119,B01,AFT SENOKO WAY,25482,49776
23514.4433984205,31359.9628986156,18179,B07,OPP WEYHILL CL,23514,31360
27118.6472981666,28513.1314987192,14381,B02,BLK 109,27119,28513
25721.7446937349,28025.0219699502,14151,B07,OPP CHR COMMUNITY CHAPEL,25722,28025
36020.241003226,34495.261455022,72011,B05,BLK 322,36020,34495
38866.6320011653,37034.3525021508,75109,B01,BLK 888,38867,37034
39243.0687027123,36884.4494978837,75081,B04,BLK 831,39243,36884
26197.7522975204,42455.5718986902,57011,B37,OPP NESSEA CLUB,26198,42456
18797.8138981292,38611.4631979112,43649,B03,HOMETEAMNS,18798,38611
43416.9886996793,40767.3408979833,98199,B01,OPP ADMIRALTY INTL,43417,40767
40242.3237001351,33694.9703983002,84079,B09,BLK 45,40242,33695
30657.9697980825,31414.2691002468,01139,B11,PARKVIEW SQ,30658,31414
18749.1465973475,44995.559802754,49059,B10,AFT LCS OPTIROC PTE LTD,18749,44996
18939.1348002844,43931.7019967031,49029,B04,OPP WHYE HUP DEVT & CONSTRUCTION,18939,43932
21239.938777688,46230.1619756148,46511,B01,MARSILING PR SCH,21240,46230
34089.4136999754,40390.93869855,64629,B07,OPP BLK 565,34089,40391
45127.5473997317,41132.8589973772,99139,B01,BLK 5,45128,41133
20667.2117027164,37937.1686988255,43059,B10,THE RAIL MALL,20667,37937
28718.9999893858,29948.652298611,06039,B01,BLK 8,28719,29949
14753.364069828,39522.1722399119,30011,B24,,14753,39522
27313.0047017244,29202.146103182,10079,B06,BLK 201,27313,29202
30499.7896000908,39737.7959028106,54489,B13,ANG MO KIO ITE,30500,39738
33404.5608015963,34171.7732008892,70241,B03,MACPHERSON PR SCH,33405,34172
39875.3583997778,34527.9092006234,84241,B16,BLK 81,39875,34528
17937.7652001914,31875.9843007716,29051,B21,OPP CALTEX S'PORE,17938,31876
17970.3297829592,46673.4774965696,49149,B07,BEF FISHING GROUND A,17970,46673
11660.1958022764,34636.6340014356,23061,B08,AFT KIAN TECK RD,11660,34637
36189.7934002245,32956.1936004564,83169,B06,BEF STILL RD,36190,32956
13402.409996974,44550.4135971353,33019,B20,B20 LIM CHU KANG RD,13402,44550
13489.1387002559,36485.6996978474,22419,B01,S'PORE POWER SUB-STN,13489,36486
26100.1264379181,27878.3503688377,14139,B06,BEF SEAH IM RD,26100,27878
38308.5374000304,33506.643900859,83271,B04,AFT SWAN LAKE AVE,38309,33507
7071.39959717189,34423.3399011911,25061,B05,TOSHIBA CHEMICAL S'PORE,7071,34423
28808.7734992557,32992.2897026225,40121,B01,OPP NEWTON LIFE CH,28809,32992
18827.4207975918,46268.5195009058,49171,B02,SEOW WEE TRADING,18827,46269
29034.2074985913,40166.5275974471,55199,B01,BLK 645,29034,40167
12845.6001985809,35891.3126024686,22231,B01,BLK 639,12846,35891
32696.1858973953,39543.4652982928,66439,B04,BLK 504A CP,32696,39543
19758.1068010817,36532.0157987204,43199,B04,CH OF ST MARY,19758,36532
20576.2251534452,45675.4801464082,46389,B10,TECH,20576,45675
41118.5704969064,36769.8308026969,76291,B01,OPP BLK 280,41119,36770
27269.7704244384,31266.6799158481,13171,B03,LUCKY TWR,27270,31267
42341.7859887176,39253.5469869708,78209,B03,BLK 242,42342,39254
24043.3590992429,46796.4932022724,46769,B03,BLK 666,24043,46796
28122.5235193985,41177.2042664887,55371,B05,AFT LENTOR ST,28123,41177
24777.5489971711,32811.113103231,11099,B10,OPP TULIP GDN,24778,32811
10848.4250863579,32457.7975110301,23249,B10,BEF BENOI RD,10848,32458
8579.62559838784,32657.9838971993,24689,B22,LP 173,8580,32658
30379.2851030473,35144.8529027138,52301,NIL,BLK 35,30379,35145
35037.6294967597,32416.9291005165,82129,B04,TG KATONG SEC SCH,35038,32417
30938.1720976674,35466.2768980873,52399,B04,BLK 231,30938,35466
35165.4921982822,39371.2734004821,64051,B33,BLK 465A,35165,39371
37459.2777975551,35395.1060012072,84459,B02,BET BLKS 705/706,37459,35395
21356.5173869979,33557.3477240539,12051,B05,PINE GR CONDO,21357,33557
34784.5359574606,32575.0019109267,82089,B03A,,34785,32575
33972.9794028355,39268.1735993425,64339,B02,BLK 602,33973,39268
32739.089701594,37083.8894977865,62149,B16,PAYA LEBAR CAMP,32739,37084
20498.0987967716,40346.4401996569,44241,B06,OPP LOMPANG RD,20498,40346
8131.81890157595,32867.29859744,24609,B08,OPP CALVANIZING,8132,32867
34888.6163988393,32255.7824006193,82079,B03,TG KATONG GIRLS' SCH,34889,32256
19524.336511518,35323.0223593897,28699,B02,OPP UNI-TECH CTR,19524,35323
19014.1720989503,39549.0293004461,44159,B01,BT BATOK FIRE STN,19014,39549
34342.4550999601,38150.1507024673,63131,B03,WING TAI BLDG,34342,38150
41680.1549997188,39860.0300006516,78091,B01,OPP DOWNTOWN EAST,41680,39860
30452.3569231588,35377.7905474264,52349,B06,UNITED MEDICARE CTR,30452,35378
28184.0883994188,44696.2325993331,59059,B06,BLK 608,28184,44696
24428.3089976856,31681.9744992441,11061,B09,OPP QUEENSWAY SEC SCH,24428,31682
21122.1151021437,41128.7405988062,44691,B01,BEF BLK 484,21122,41129
25146.781298286,31050.6771983513,11491,B05,OPP QUEENSTOWN PR SCH,25147,31051
38920.2013150075,37350.6828779289,75159,B04,BLK 874,38920,37351
20402.0815000368,40714.7944031647,44661,B06,BLK 532,20402,40715
46523.5639988593,40790.9353008175,95131,B09,POLICE PASS OFF,46524,40791
20981.9190995916,39468.1507021716,43139,B01,OPP BLK 133,20982,39468
27620.9515985213,31675.8278027928,13191,B01,PATERSON LODGE,27621,31676
27466.4143999738,28474.4533024529,14229,B06,ST TERESA'S CH,27466,28474
37235.6680009482,35581.8842996282,84489,B11,AFT KAKI BUKIT CTR,37236,35582
8514.67310189281,33285.134898156,24529,B04,AFT TUAS AVE 5,8515,33285
22681.2534970138,29100.9589019984,15221,B13,REDWOOD WEST,22681,29101
29404.7207014055,40840.9584019946,55219,B01,BEF ANG MO KIO AVE 9,29405,40841
25739.7286977527,28409.3718009241,14049,B11,OPP BLK 55,25740,28409
28360.0513974048,48925.5415979588,58089,B36,AFT ANDREWS AVE,28360,48926
18006.1090029797,40054.7334022578,44579,B01,AFT BLK 272,18006,40055
28843.4490014759,34442.7643008004,51011,B11,OPP TAN TONG MENG TWR,28843,34443
28511.437603119,39918.1785971454,55119,B26,BLK 617,28511,39918
29449.001600015,29830.6948984977,05129,B01,HONG LIM PK,29449,29831
32620.000299472,36743.477399095,62179,B02,BLK 421,32620,36743
9356.63749743539,32773.0277004083,24301,B03,OPP AMF FAR EAST,9357,32773
41166.3042999967,39074.5900015614,77049,B10,PASIR RIS TOWN PK,41166,39075
27870.8528969082,28876.3578973538,10051,B01,BLK 149,27871,28876
34257.762298621,40003.3691015415,64439,B01,BLK 537,34258,40003
31164.6223944868,39661.2348939024,54599,B05,BLK 5056,31165,39661
29417.763200083,41464.4158021672,55041,B44,OPP MOTOROLA,29418,41464
29545.4131990775,40033.8393987437,55321,B11,OPP NANYANG POLY,29545,40034
28818.599901915,41256.3011972595,55241,B01,AFT YIO CHU KANG RD,28819,41256
21277.1695023601,39507.2706007424,44379,B02,OPP BLK 219,21277,39507
29122.4156012891,39907.7402984756,54469,B21,OPP BLK 649,29122,39908
27146.2147972895,45122.196098359,57079,B12,KHATIB CAMP,27146,45122
12861.1395030839,31813.2116025423,23451,B01,JURONG SHIPYARD,12861,31813
23419.0901766151,35050.6297356964,42029,B28,AFT SWISS CLUB RD,23419,35051
22427.369702872,43659.2802967115,48031,B18,LP 162,22427,43659
39221.661002527,32779.2974018127,93131,B02,OPP EASTERN LAGOON II,39222,32779
18913.9933997664,37904.0481019862,43579,B04,BT GOMBAK STN,18914,37904
31588.9698585975,41247.9868875247,67021,B32,,31589,41248
39150.7749015528,36982.9775016209,75201,B01,BLK 835,39151,36983
23656.4773002549,32213.2469974102,11409,B03,BLK 9,23656,32213
18189.8345013059,41476.9496009404,45299,B06,BLK 702,18190,41477
40107.4867992935,34187.2128010822,84069,B12,BLK 55,40107,34187
12813.9098981875,31929.6832995246,23469,B02,OPP SELCO PTE LTD,12814,31930
35016.1793999652,38799.1061020089,64241,B02,BLK 308,35016,38799
18711.2155002285,37622.9909988366,43609,B02,BLK 531,18711,37623
28654.3239982562,46222.1864031047,59241,B14,BLK 236,28654,46222
33358.6627657465,33933.3867964958,70019,B08,BLK 125,33359,33933
28892.6609894443,37537.1260101302,53141,B10,OPP WHITLEY SEC SCH,28893,37537
36515.8645999542,35266.2830029533,72031,B05,BEF JLN DAMAI,36516,35266
39218.0425974728,36874.623999527,75089,B03,BLK 827,39218,36875
36123.2486975174,40887.0872000209,67511,B03,BLK 121E,36123,40887
37066.087299939,31646.2633989507,92191,B11,OPP CP C3,37066,31646
18982.6733918903,35487.0514676533,28671,B05,ALLIANCE BLDG,18983,35487
40162.5340999913,40226.3639987972,77089,B04A,BEF PASIR RIS DR 3,40163,40226
10824.1295981959,32089.5477973751,23281,B10,LP 84,10824,32090
28448.6389969508,36824.2219889683,53029,B04,SHUNFU EST,28449,36824
31786.5490084145,34360.5899953472,60181,B17,AFT MOONSTONE LANE,31787,34361
18741.3011982036,38846.4184010858,43521,B07,BT BATOK DRIVING CTR,18741,38846
20979.8251968695,40688.203299999,44779,B05,Opp Fajar Stn,20980,40688
10379.5834996505,32382.2302976532,23239,B12,OPP HYDRIL PTE LTD,10380,32382
32282.2091996939,32522.4422014091,80009,B06,GEYLANG TERMINAL - CENTRAL,32282,32522
15435.7491990754,35019.3308993088,21191,B05,JURONG TOWN STADIUM,15436,35019
13126.3659974864,42269.892499523,32111,NIL,AFT LP 93,13126,42270
20559.5257013406,43536.6568999103,45209,B25,POLICE TACTICAL TRG CAMP,20560,43537
32374.2051024613,43552.764799512,68071,B04,BEF EAST CAMP G,32374,43553
33432.7381967028,37022.3429018402,62229,B05,BLK 146,33433,37022
41141.2640031473,35830.8789983747,96251,B05,BEF CHANGI GENERAL HOSP,41141,35831
24089.8829520823,45931.4481401714,47521,B05,AFT WOODLANDS DR 53,24090,45931
25248.8745974529,49739.7218974088,47109,B02,LIAN BENG ENGRG,25249,49740
27831.317798039,38876.6103975189,56261,B17,BLK 248,27831,38877
42560.1118001348,39073.5020991551,78149,B04,OPP GREENVIEW SEC SCH,42560,39074
41175.6864788654,38886.0852244971,77361,B06,BLK 555,41176,38886
32859.4009947215,41433.5430111081,67489,B03,,32859,41434
41664.7621988344,39519.4917022447,78089,B03,BLK 405,41665,39519
9931.39469869454,30879.1214014968,24349,B09,MARATHON OFFSHORE LTD,9931,30879
15170.9065976198,33001.7596978527,21131,B13,BEF JURONG PORT RD,15171,33002
17012.3095970126,36238.1502000374,28451,B05,PARC OASIS,17012,36238
18890.1050193848,34475.1016923967,28039,B04,AFT BOON LAY SUB STN,18890,34475
25180.5293953059,43047.6731085692,48089,B07,UPP SELETAR RESERVOIR,25181,43048
37051.0499031699,42068.0218002935,65269,B09,BLK 162B,37051,42068
36173.8257995376,42307.3027975651,65151,B06,BLK 196A,36174,42307
25355.6787982016,47738.6339009272,46901,B05,BLK 15,25356,47739
21250.6791992291,31478.7045006849,16169,B07,NUS RAFFLES HALL,21251,31479
15849.5457029365,35671.7738968665,21659,B10,CHINESE GDN,15850,35672
18956.0279975665,31302.8433984575,29099,B05,CT S'PORE,18956,31303
20505.7048989708,40614.6006014676,44679,B04,OPP BLK 502,20506,40615
29373.2334004393,39200.9090981849,54039,B04,BEF AL-MUTTAQIN MQUE,29373,39201
31831.6610006993,38277.7403970212,66121,B01,CHUAN TERR,31832,38278
40448.9147994238,36689.2077986157,76071,B02,BLK 141,40449,36689
25495.5486973621,49104.7328967475,NIL,B10,WOODLANDS AVE 10,25496,49105
28806.7991030899,28806.3303029643,05521,B02,MARITIME HSE,28807,28806
24385.2951986096,48482.5295002229,46711,B03,BEF ADMIRALTY RD WEST,24385,48483
15936.3912988782,35098.7436032994,21631,B05,OPP JAPANESE GDN,15936,35099
8019.80989821984,33027.1017017262,26119,B02,OPP GRINNEL,8020,33027
14764.7868767756,36070.1483057203,21689,B26,BLK 200,14765,36070
32520.872597908,38003.1989985813,63179,B06,BEF TAI SENG CHR CH,32521,38003
16218.8973785927,36290.7035398324,28369,B20,OPP JURONG LAKE,16219,36291
34043.1650983592,38306.0920981001,63041,B23,OPP GLAD TIDINGS CH,34043,38306
28489.7669027003,44399.3751980745,59431,B04,BLK 630,28490,44399
12289.1196983417,31905.6486993566,23391,B03,FAR EAST LEVINGSTON,12289,31906
26879.7450980639,40803.9389012826,56069,B30,BEF NTUC FAIRPRICE CTR,26880,40804
30834.0923031622,31818.7251023669,01121,B11,STAMFORD PR SCH,30834,31819
11757.1060020977,39109.0470982068,31129,B39,CHINESE CEMY,11757,39109
10744.156041785,34702.4184827069,23081,B12,,10744,34702
25503.2709001312,48326.9448024521,46921,B05,OPP BLK 22,25503,48327
25319.9068984114,29343.2653986679,14201,B03,BLK 109B,25320,29343
37259.3776000497,31686.6970973526,92199,B16,TENNIS CTR,37259,31687
13270.6640023497,35206.0533025893,22559,B33,OPP BLK 657,13271,35206
15170.2982990174,33904.2526030548,NIL,B10,JALAN AHMAD IBRAHIM,15170,33904
36034.7569936492,34550.4119980312,72019,B06,EUNOS MANSION,36035,34550
27694.0105009676,45587.7940969295,59301,B24,BLK 731,27694,45588
26910.853001193,30336.3754026326,10241,B01,GAN ENG SENG SEC SCH,26911,30336
29610.5935996249,36268.6084970783,52021,B14,OPP BLK 1004,29611,36269
24510.8812028746,44198.2372017593,48069,B11,OPP LOR GAMBAS,24511,44198
9004.29150242084,33381.0830982528,24219,B12,TOYO GLASS MACHINERY,9004,33381
30363.4160977445,30380.713001674,02111,B02,ESPLANADE BRIDGE,30363,30381
41342.674300151,35298.609298691,96071,B03,AFT SIMEI AVE,41343,35299
28598.9374982812,31408.0444027474,08121,B01,SOMERSET STN,28599,31408
21920.0013014703,48049.3111974474,47011,B01,BEF R.M.N BARRACKS,21920,48049
18032.1901983036,40809.693902702,44009,B.INT,CHOA CHU KANG INT,18032,40810
17201.6543985653,39869.6951008136,44071,B06,BLK 464,17202,39870
33311.1810056468,36518.7680101558,62039,B12,,33311,36519
37532.0928023348,33002.0500977942,83171,B04,BEF ROSEBURN AVE,37532,33002
14067.2380982376,46475.791196798,34039,B06,BEF LIM CHU KANG LANE 6,14067,46476
25632.1498001263,47792.6004016243,NIL,B03,WOODLANDS AVE 10,25632,47793
27664.784497712,46292.8065005048,59129,B19,OPP BLK 121,27665,46293
39127.3741976908,35473.1773010354,84209,B06,OPP BAYWATER,39127,35473
18881.0366005075,44261.9943026545,49039,B06,ASIA RATTAN,18881,44262
19650.7578603404,32210.7211020849,17331,B21,OPP BLK 518,19651,32211
12092.1867024213,39347.0104012055,31139,NIL,BEF TRACK 33,12092,39347
31050.6799130063,43405.4322720273,68169,NIL,OPP SELETAR W CAMP G 3,31051,43405
33563.0915983582,34422.9226018547,70161,B03,BLK 14,33563,34423
25428.4273466428,34027.0251041697,41041,B25,CORONATION PLAZA,25428,34027
22974.2973024766,46093.7190003879,46331,B04,BLK 511,22974,46094
19591.9398159077,35754.0021370378,43319,B05,OPP MIDVIEW BLDG,19592,35754
19012.9004977061,31310.6244006965,29091,B06,OPP SIA HUAT,19013,31311
14227.4600002303,33946.0390985114,21311,B14,BEF TRACTOR RD,14227,33946
40277.9874994629,37432.9053028405,75009,NIL,TAMPINES INT,40278,37433
32164.1128010133,42695.9839012575,68091,B01,OPP BLK 860,32164,42696
29178.1135971986,34682.452702886,52071,B06,TRELLIS TWRS,29178,34682
38847.9955989426,34558.8149030158,84339,B02,BLK 416,38848,34559
19488.5852984744,45180.3000011829,45141,B01,AFT WOODLANDS RD,19489,45180
18571.1274991276,40553.7088988092,44399,B02,OPP BLK 210,18571,40554
12841.5581970759,36845.9055014404,27439,B07,BLK 861,12842,36846
18317.2895999919,37163.1400015779,43409,B01,OPP BLK 127,18317,37163
36174.8933980408,41086.081900211,67531,NIL,BLK 158C,36175,41086
13246.5341995823,36939.7024977151,27441,B10,BET BLKS 757 / 758,13247,36940
20874.8121026953,33039.7686970085,17249,B02,BLK 355,20875,33040
30028.5140994921,34020.3104990975,50209,B09,AFT PEGU RD,30029,34020
12680.3883021476,34101.1202977677,23509,B01A,HOE KENG MOTOR,12680,34101
36779.9258971824,31844.7118013715,92231,B01,BLK 34,36780,31845
