X,Y,BUS_STOP_N,BUS_ROOF_N,LOC_DESC
19648.7573,36253.9446,43611,B06,BLK 290H
37084.033,31924.4139,92221,B02,BLK 19
29948.1462,32890.6681,50321,B01,OPP DORSET CT
18324.7396,39875.2554,44109,B07,OPP HONG SAN TERR
25708.198,29305.1198,14199,B02,BLK 118
36527.1822,34883.7929,72061,B03,BLK 122
19339.4844,37176.5609,43549,B01,REGENT HTS
43795.2785,38572.4144,97069,B10,LLOYD LEAS WORK REL CAMP
19739.9732,34056.6302,28011,B21,AFT ITE WEST (CLEMENTI)
42313.5262,39652.4694,78121,B07,BET BLKS 232 / 233
27743.5372,48542.408,58201,B02,PRISON TRG SCH
24576.2106,46818.2177,47591,NIL,BLK 680
12868.95,40287.8128,31081,B11,OPP HQ 5TH SIB CAMP I
9941.624097,34220.2617,24489,B05,ENERGY \& IND ENGRG
29336.1319,39130.6628,54031,B03,OPP AL-MUTTAQIN MQUE
16199.4783,36880.1546,28501,B01,BLK 490
33578.5391,33068.505,81011,NIL,ALJUNIED STN
18409.5301,31447.3142,29119,B01,COMFORTDELGRO HOLDINGS
28958.9335,28412.7678,5629,B03,OPP STH PT
25097.7812,47550.5909,46741,B04,SEAGATE
29596.7234,32417.0542,40109,B02,OPP KK WOMEN \& CHILD HOSP
30297.1646,34485.59,52411,B05,BLK 105
31350.79614,32492.39256,7379,B02,BEF KALLANG RD
17905.3,35334.29,28069,B10,
28686.3129,36258.141,51131,B18,OPP BRADDELL VIEW
8580.839298,33297.2129,24521,B03,BEF TUAS AVE 5
32945.05099,41494.69699,67481,B04,
37922.69931,33240.11939,83239,B06,
29543.07,36199.9754,52029,B13,BLK 1004
32871.2872,32714.8613,80069,NIL,OPP MOHD SALLEH MQUE
24564.5988,29831.8901,11511,B16,ALEXANDRA HOSP
26164.7588,47821.8685,58229,B01A,BLK 358A CP
34782.5514,32796.6009,82099,B05,CDAC BLDG
42952.76277,36540.04241,97169,B04,OPP EDWARDS LIFESCIENCE
28610.67,41430.4854,55251,B03,COUNTRYSIDE EST
29726.5869,30240.3746,4251,B01,OPP HIGH ST CTR
30292.22154,36833.6744,53271,B03,OPP KUO CHUAN PRESBY SCH
31483.3223,38149.7769,66161,B03,OPP CROWHURST DR
35248.32404,35090.37795,70079,B06,AFT REGENT MOTORS
32597.05697,36960.30326,62189,NIL,BLK 416
12666.22752,35613.35371,22451,B09,OPP BLK 643
19181.1318,32541.3731,20309,B02,BLK 19
27022.3482,44645.474,57061,B09,DIEPPE BARRACKS
18678.2089,37635.5984,43601,NIL,OPP BLK 532
35173.5477,40641.447,67211,B09,BLK 208 MULTI-STOREY C.P
36272.7207,31839.331,92059,B04,BET BLKS 72/74
31914.27999,34650.076,60201,B01,LEONG BEE CT
38912.7408,37728.26939,UNK,UNK,UNK
18697.5046,42446.0927,45391,NIL,BLK 657
36213.4958,32779.4582,83319,B03,AFT LOR J TELOK KURAU
16274.9126,46921.0736,49239,B06,OPP NYEE PHOE GROUP
15445.9094,34326.2574,21559,B04,CISCO RECALL
28932.41948,37960.61001,53159,B11,BLK 260
28610.261,36439.3732,53019,B02,OPP ST. THERESA'S HOME
36763.4098,35355.1658,84701,B07,BLK 151
34607.7736,40031.1606,64579,B04,BET BLKS 544/546
23063.6292,48130.2679,47039,B23,AFT VIEW RD
27481.9785,38092.2383,53079,B14,FLAME TREE PK
15394.2862,36264.5195,28091,B23,LAKESIDE STN
34869.6543,37687.0211,NIL,B07,DEFU AVE 1
32821.5792,32901.1959,80071,B05,XI XIU FTY BLDG
21226.6551,30990.8015,16181,B04,CTRL LIB
6363.836202,33423.0435,26069,B11,AFT TUAS AVE 16
28037.0379,46490.4083,59251,B15,OPP DARUL MAKMUR MQUE
26112.2468,47386.2137,58289,B04,OPP SEMBAWANG SEC SCH (LP15)
22209.6779,32430.9389,19021,B05,SP SMA
41012.0001,35256.1147,84431,B10,BLK 3011
18068.1275,33638.2734,20209,B02,OPP PANDAN PR SCH
34468.8863,37321.2843,63091,B12,OPP BLK 106
21729.1835,46729.8301,46079,B05,OPP BLK 137
27247.3769,45477.7993,57081,B13,OPP BLK 713
22023.0102,43598.2069,48029,B19,BEF MANDAI LAKE RD
18485.80932,42135.98205,45329,B08,OPP YEW TEE STN
31309.9196,28237.5095,3411,B04,Opp Marina Sth Pier Ter
20615.884,40078.4002,44191,B01,OPP BLK 171
6179.909698,34551.9755,25399,B09,SUMITOMO WAREHSE
30333.63269,37694.22933,54109,B04,BEF ANG MO KIO AVE 10
12420.803,38627.5791,31039,B05,OPP CIVIL DEFENCE ACADEMY
23188.5368,47114.0219,46449,B04,BLK 875
32055.6165,33577.5542,60039,B06,OPP BLK 66
19192.7952,36495.5633,43731,B02,ITE BT BATOK
18017.0661,35973.2581,28621,B07,BLK 241
22871.9637,31656.6662,18149,B05,OPP ANGLO-CHINESE JC
28349.8058,40754.6402,55349,B02,THOMSON GR
40406.802,37663.3294,76191,B03,OPP TAMPINES REG LIB
34651.193,41557.1588,67449,B03,BLK 323B
24540.8073,48196.7146,46729,B02,PACIFIC VINITEX
42496.7625,34596.4261,96271,B03,OPP GLOBAL LOGISTICS CTR
34100.1915,40199.424,64441,B04,HOUGANG G. SHOP MALL
22632.352,29942.0777,15119,B05,LP 36
23897.9795,46131.8132,47571,B04,BLK 618
8702.316501,33064.4426,24209,B02,AFT GUL LANE
34979.6309,31567.5881,91071,B17,BEF TG KATONG RD
35445.59479,34334.31661,71119,B04,
36600.431,32315.6052,92139,B06,OPP KATONG OMEGA APT
34848.7061,37685.4553,NIL,B08,DEFU AVE 1
30245.0273,39111.28308,54271,B13,BLK 586
28724.63801,39070.184,54229,B22,ANG MO KIO PR SCH
13160.10777,39376.73751,31169,B31,
30479.5178,31084.8865,1639,B02,BEF BEACH RD
31352.53499,39301.17099,54511,B01,BLK 5028
18261.6214,34977.7536,28059,0,Before Toh  Guan Road
26634.7207,48068.6414,58119,B06A,BLK 502A
46316.5429,40375.1448,95149,B08,BEF CARGO BLDG D
29360.1623,45774.6027,59399,B09,OPP BLK 367
45925.6727,39503.2259,95049,B04,SATS CARGO TER
20101.3991,33277.548,17051,B06,BLK 436
28197.1697,45938.209,59091,B13,BLK 154
15202.7049,32962.2274,21139,B14,AFT JURONG PORT RD
41243.5007,34139.689,85031,B03,EXCELSIOR GDNS
25535.28227,28798.81661,14339,B03,BLK 71
29967.8122,38136.8846,54099,B06,OPP BLK 333
6046.484697,34106.5011,26099,B03,BEF TUAS AVE 13
29434.4678,41081.4206,55221,B02,OPP SMRT BUSES AMK DEPOT
18540.9206,40271.5376,44479,B02,BLK 206
20295.8308,33343.3019,17189,B18,BLK 317
34083.3649,34381.126,70191,B03,MACPHERSON SEC SCH
37874.5484,33499.046,83251,B08,BEF JALAN KHAIRUDDIN
10792.81201,34737.96,23089,B11,
18376.1863,31379.6163,29111,B02,YEO \& SON INVESTMENT
45317.8671,33055.0678,96219,B01,TANAH MERAH FERRY TER
29995.3913,37820.1948,54531,B08,MRT BISHAN DEPOT
38340.2825,34752.0956,84371,B03,BLK 546
17284.92214,35146.37723,28259,B12,OPP S'PORE SCIENCE CTR
8170.247999,34394.6338,25161,B07,TOYOCHEM INK
35705.25159,34512.56769,71109,B02,
9493.362001,31454.7557,24369,B05,OPP S'PORE CONTAINERS
29967.2615,34475.625,52409,B04,OPP BLK 102
35137.9556,41930.2682,67439,B04,BLK 291A
16989.9514,36280.9938,28459,B06,OPP PARC OASIS
17808.0169,33784.4884,20211,B03,BLK 41
27644.0438,28999.787,10069,B04,OPP BLK 140
17431.4842,39774.6831,44551,B03,BLK 486
36071.8957,31701.2141,92049,B02,PARKWAY PARADE
7812.231802,33801.5874,25341,B05,CSR STH EAST ASIA
10750.0271,33648.8488,24631,B01,OPP S'PORE PLASTIC
32454.7743,39216.1208,66101,B01,BLK 516
30808.552,35267.6596,52481,B02,TOA PAYOH POLYCLINIC
34442.5916,40849.3465,67461,B02A,AFT SENGKANG EAST AVE
33095.1521,39683.2361,64491,B06,CTRL PL
38199.6809,35611.2666,84621,B17,OPP BLK 716
13359.4542,34761.3324,22299,B01,SENG MEE TRADING
41016.6961,38004.3746,76361,B07,BLK 430
29149.1469,41268.9112,55031,B46,OPP NCS HUB
37414.2737,31743.4543,93181,B13,OPP CP C4
27257.7123,31293.1809,13179,B04,OPP LUCKY TWR
28689.7822,44142.7635,59449,B02,OPP NAVAL BASE PR SCH
46015.988,41316.8978,95071,B06,CHANGI BEACH CP 4
14021.8981,46026.4762,34019,B10,AFT LIM CHU KANG LANE 4
22944.7277,29495.3352,15099,B09,NATL LEADERSHIP INST
32017.8007,36065.9805,66089,B01,S'PORE POWER TRG INST
15375.2021,33094.3673,21149,B06,JURONG IND SVC CTR
20386.96066,38415.2904,43151,B02,OPP GLENDALE PK CONDO
17761.2803,36871.7775,43341,B06,PRINCESS E PR SCH
13548.03781,33774.91134,22021,B16,OPP PCI
27498.76651,48918.71691,58191,B04,AFT WELLINGTON RD
30815.561,31757.2503,1129,B10,OPP STAMFORD PR SCH
24587.5766,49203.0075,47199,B05,AFT LEAF TOBACCO DEVT CORP
40319.9552,35417.7675,84271,B06,OPP GOLDBELL SVC CTR
19616.1505,43709.5292,45229,B31,BEF WOODLANDS RD
18835.88649,34461.40697,28031,B03,BEF THE SYNERGY
19323.8017,43092.1979,45171,B06,AFT RAILWAY CROSSING
38032.1137,33473.2884,83269,B03,OPP OPERA ESTATE PRI SCH
29991.7941,30453.1618,2031,B01,OPP THE ADELPHI
24963.5675,49573.8921,47091,B03,AFT SENOKO RD
19411.2194,40069.0089,44271,B01,BEF BLKS 13/14
16814.6524,36064.8033,28341,B15,CHINESE GDN STN
17710.1807,39859.8081,44081,B04,BLK 296A
18724.4377,37076.4683,43419,B02,BLK 628
29035.3942,40847.5563,55179,B14,OPP CASTLE GREEN
21724.4741,33226.4289,12179,B01,YANG'S GDN VILLAGE
44803.5442,41498.6195,99119,B01,OPP CHANGI GOLF CLUB
41571.1967,36501.89409,96131,B02,
12784.679,32350.017,22091,B02,AFT JLN SAMULUN
26733.9333,43618.9564,57041,B05,NEE SOON HQ 22 SIB
18063.4352,35843.3958,28639,B06,BLK 288E
15327.6168,35209.8283,21271,B05A,OPP ASSYAKIRIN MQUE
27387.3895,48963.1952,58199,B03,OPP AUCKLAND RD
41181.7374,36005.5404,96159,B05,BLK 254
21720.2323,35669.8169,42071,B01,OPP BT TIMAH PLAZA
26508.0448,48269.5508,58129,B06,BLK 508 CP
14576.2346,34282.1809,21489,B06,AFT RAY LEE
22821.10575,31251.64134,18051,B02,ONE-NORTH STN
39509.4662,35868.9628,75069,B26,BEDOK REFORM TRG CTR
28591.4126,41304.6769,55361,B03,COUNTRYSIDE GDN P/G
37437.60594,42101.92952,65189,NIL,BEF PUNGGOL CTRL
19185.2365,42526.4518,45159,B01,MULTISTATES TRADING
29141.5169,36235.0326,52019,B17,AFT BISHAN RD
34364.4205,31052.9603,91151,NIL,HAWAII TOWER
37375.89998,42076.82879,65181,NIL,AFT PUNGGOL CTRL
33777.2358,39496.7094,64419,B03,BLK 681
38930.5935,37019.9358,75101,B02,BLK 880
34350.9378,41329.6362,67359,NIL,NAN CHIAU HIGH SCH
11634.4582,31782.6549,23411,B07,AFT JURONG MARINE BASE
28800.1922,37203.82927,53139,B07,MARYMOUNT VIEW
39253.20186,34705.55693,84211,B01,BLK 403
18456.41288,42143.18452,45321,B07,YEW TEE STN
13518.33406,39361.58806,31179,B29,
11912.0178,34457.6813,23161,B14,MUSTAD
14168.7012,34337.7656,21329,B11,OPP BRC WELD MESH FTY
10779.6034,36984.93,27041,NIL,CP Y
27028.2683,44515.8673,57069,B10,OPP DIEPPE BARRACKS
20141.5495,39198.4241,43721,B02,BLK 319
26559.6606,30369.6537,10261,B03,DELTA SPORTS HALL
13636.4983,35242.1556,22561,B32,BLK 660
39881.3491,36313.9001,75059,B09,SAFRA TAMPINES
20655.5964,39917.8702,44201,B07,AFT PETIR STN
11964.1507,33351.8087,23211,B01,OPP REGENT MOTORS
12692.99302,35632.43371,22459,B10,BLK 643
21339.5088,30330.1142,16061,B27,OPP HENG MUI KENG TERR
35614.2621,33517.3221,82009,NIL,EUNOS INT
25679.3156,33674.2398,41119,B02,OPP LUTHERAN TWRS
27299.5756,47867.4059,58049,B28,BEF YISHUN AVE 2
28519.882,35109.2711,51049,B18,SLF CPLX
25006.9412,28217.9121,14171,B11,OPP YEO'S BLDG
24261.7172,47500.6044,46799,B04,BLK 786A CP
26082.3814,47976.8607,58321,B01,BET BLKS 357/359
38940.9093,32923.3003,93091,B05,OPP SIGLAP STH CC
19215.3951,36180.9064,43509,B01,BLK 291E
11291.5449,33532.5229,23199,B06,S'PORE TPT PTE LTD
20850.9543,33056.3295,17241,B01,BLK 334
24030.8741,31190.6794,11449,B02,BLK 37B
37873.251,35504.9373,84471,B15,BLK 745
28690.0817,46223.0436,59249,B13,BLK 257
18013.7402,41807.7986,45261,B03,BLK 551
13853.9764,36368.3623,21371,B02,BLK 680C
24632.1764,49461.5261,47129,B04,LIAN AIK SIONG MACHINERY
13589.4766,36809.8125,27091,B16,OPP BLK 271 CP
39437.6518,40045.0635,77281,B21,BLK 740
30263.1859,35191.7257,52281,B01,BLK 68
17287.58114,33610.43967,20121,B21,OPP BLK 51
42189.2164,35800.5632,96041,B09,BEF TROPICANA CONDO
27372.13975,30311.70377,10231,B05,OPP BLK 79
28553.2638,44397.4422,59439,B03,BLK 858
12837.3049,40203.6117,31089,B12,HQ 5TH SIB CAMP I
39098.3202,33217.7319,84159,B03,HITACHI CONSUMER PRODUCTS
32323.188,35751.8082,61051,B07,AFT UPP S'GOON RD
38686.4676,35115.1949,84411,B02,BLK 526
26189.3637,47802.7821,58221,B02A,BLK 339 CP
12391.2807,35215.3975,22479,B02,AFT PIONEER RD NTH
29263.6438,29277.5921,5269,B07,MAXWELL RD FC
24774.3535,47793.0962,46731,B02,YEW HUAT SCAFFOLDING WORK
46086.9376,41281.7754,95089,B03,OPP CHANGI BEACH CP 5
18575.50267,33336.5714,20141,B17,OPP BLK 408
19734.5668,35990.8958,43621,B04,OPP PARKVIEW APTS
36844.51194,42660.85157,65311,NIL,OASIS STN
24541.2615,30206.26332,11021,B01,AFT QUEENSTOWN NPC HQ
36938.6016,33778.6991,83321,B01,KEMBANGAN STN
43057.02236,37928.23548,98311,B01,BEF MARIAM WALK
39504.2634,36351.3501,75229,B07,TEMASEK POLY EAST G
24707.2042,31153.066,11159,B08,AFT CH OF OUR SAVIOUR
26267.4107,30068.8576,10489,B01,BLK 73
18778.9642,32682.1907,20341,B07,PAN TECH IND CPLX
41064.7797,39424.5557,77171,B04,OPP PASIR RIS TOWN PK
39685.3613,39861.7748,77231,B19,OPP BLK 643
38715.8035,34723.0207,84329,B07,BLK 414
30672.1445,32442.6618,7231,B03,BEF TAI HOE HOTEL
12486.4696,38972.0946,31041,B04,BEF MUSLIM CEMY PATH 7
10803.143,33492.103,23361,B03,
29130.4758,38645.8734,54011,B01,BLK 207
4776.693497,30324.88,26389,NIL,MULTI ALLIANCE
35049.80169,32440.82625,82121,B03,DUNMAN VIEW
29243.9457,40687.5704,55301,B03,ANG MO KIO POLICE DIV HQ
32126.47099,34366.996,60071,B02,KOLAM AYER IND EST
30956.545,35530.6626,52391,B03,OPP BLK 231
46344.4472,40369.3129,95141,B07,AFT CARGO BLDG D
41553.6173,38203.2375,76271,B02,DUNMAN SEC SCH
16923.7699,36933.5589,28129,B04,AFT TRACK 18
18573.60924,46368.43279,49169,B03,TONG SENG CONCRETE LTD
23446.1033,46588.446,46661,B01,OPP BLK 896B
21242.39311,34004.91693,12079,B10,OPP BIK 116
36822.84325,42709.16473,65319,NIL,OASIS STN
16549.469,37245.6914,28139,B06,AFT TRACK 22
21076.86201,36701.57799,43019,B04,AFT BT TIMAH FIRE STN
30016.3104,35016.692,52251,B01,CHUNG HWA FREE CLINIC
44080.9218,38949.5401,97071,B13,SELARANG CAMP
27517.2821,37750.4943,53069,B12,OPP WINDSOR PK
30894.44799,30438.18651,2089,NIL,PAN PACIFIC HOTEL
24704.5359,49903.3865,47141,B07,OPP HI-TECH FIBRE GLASS (S) PTE LTD
32881.5242,34778.9058,70111,B05,OPP CENCON BLDG
36383.7642,42134.6014,65161,B04,BLK 173B
41819.6693,37327.4473,76411,B01,NGEE ANN SEC SCH
15175.3414,34416.938,21469,B02,BEF CHIA PING RD
17995.1158,38509.6792,43671,B08,OPP DUNEARN SEC SCH
40664.9814,37490.4712,76151,B07,BLK 237
8712.4056,32817.3219,24199,B04,UMW IND POWER PTE LTD
34422.9315,34769.5048,70091,B01,OPP TRAFFIC POLICE
8641.104299,33712.9483,25199,B02,KLENCO S'PORE
42594.2215,38214.0002,98081,B37,AFT JLN BATALONG
24411.9811,48496.9607,46719,B04,GIVAUDAN S'PORE
18577.95811,46186.51971,49089,B03,ECON MACHINERY
18881.1623,38291.5156,43581,B05,BLK 347
29795.1495,31168.276,8069,B07,HOTEL RENDEZVOUS
33392.28501,35982.228,62061,B02,
42030.49257,37817.90094,76249,B14,BLK 370
27891.2965,31656.5062,9022,B01,OPP ORCHARD STN
9251.557003,32414.2798,24179,B08,AALBORG BOILERS
15341.2107,33058.664,21141,B05,AFT JLN BUROH
28519.97205,32901.98903,40041,B09,AFT NEWTON CIRCUS
29512.2695,28515.0112,3218,B05,OPP MAS BLDG
20007.5727,37714.6079,43289,B01,HILLVIEW HSE
20030.4765,45668.2859,46021,B33,OPP WOODLANDS FIRE STN
45554.6486,41450.4653,99171,B10,CHANGI BEACH CP 2
32381.6953,37324.5938,66371,B03,BLK 261
12134.9746,35161.8068,23049,B03,JURONG CAMP
31600.2984,38987.0988,66241,B01,HEMSLEY AVE
27177.5001,48968.832,58189,B01,OPP SEMBAWANG DRUG REHAB CTR
19449.3969,37056.564,43431,B06,OPP BLK 242
7064.564403,35183.6133,25091,B01,SEO ENG JOO FROZEN FOOD
32647.4908,36199.0072,62091,B08,OPP BARTLEY TERR
34997.4579,40986.7731,67209,B01,BLK 203
9694.340702,32322.6807,24331,B15,OPP ROBIN SHIPYARD
31077.65399,30353.41599,2171,B04,OPP THE RITZ-CARLTON
20495.9288,32370.537,17139,B11,AFT CLEMENTI SWIM CPLX
39543.9927,36746.3506,75079,B05,BLK 819
38697.5865,32462.9515,93031,B15,OPP LAGUNA PK
36456.14299,42937.49746,65301,NIL,BLK 612A
24678.13872,29317.43202,14369,B08,GILLMAN HTS CONDO
38125.857,33478.579,83261,B06,OPERA ESTATE PRI SCH
17445.7585,40008.0732,44689,B03A,SUNSHINE PL
24505.424,31494.3022,11469,B09,QUEENSWAY SEC SCH
37198.6419,40165.7439,64191,B23,AFT TPE
30051.96891,37223.26818,53261,B02,OPP BISHAN STADIUM
17487.1239,35333.90327,28441,B03,SEVENTH-DAY ADVENT CH
20936.0318,30729.2833,16009,TMNL,KENT RIDGE TER
27636.1121,40096.1544,56199,B53,NPB S'GOON DEPOT
30102.4231,35466.4648,52291,B04,BLK 59
43887.3334,39454.0061,97091,B03,BEF LOYANG AVE
26749.8734,29914.407,10351,B02,BLK 96
39186.9991,32797.9059,93139,B01,EASTERN LAGOON II
15606.62784,39624.48932,30041,B18,
6875.954199,34625.9319,25079,B08,NISSIN TPT
34047.5509,37896.4426,63231,B03,BET BLK 210/211
12313.3431,31964.8614,23399,B04,OPP FAR EAST LEVINGSTON
32830.9395,33838.5213,70329,B03,OPP FOSTER / SANYO
27495.2187,37701.7945,53061,B09,THOMSON VIEW CONDO
22883.4194,32685.0264,12129,B06,BLK 3
11967.1824,34874.5942,23051,B06,BEF KIAN TECK RD
13692.4297,35495.7162,22491,NIL,BLK 662D
36974.49461,42363.50275,65419,NIL,OPP HORIZON PR SCH
40680.9506,35018.1153,85081,B01,BEF JLN PARI BURONG
30287.804,35236.8911,52289,B02,BLK 34
36006.5689,41265.7067,67121,B03,BLK 142A
6208.2973,36030.1525,25429,B04,RAFFLES MARINA
31488.2467,39747.9329,54641,B08,SING IND CPLX
35323.5982,33257.0508,82221,B01,AFT CHANGI RD
27143.4159,46624.3765,57139,B20,AFT JLN KEMUNING
21225.5632,46966.3019,46119,B08,MARSILING CC
40041.79923,40038.95388,77079,B04,ELIAS MALL
9489.1351,34137.477,24581,B05,OPP ESAB
35109.0383,40388.2826,65011,B01,OPP THE RIVERVALE
15546.4926,37549.7428,28151,B09,BEF HONG KAH CIRCLE
20315.2598,38044.3399,43268,B03A,Hillington Green Condo
34887.2614,39639.7935,64429,B08,BLK 412
36132.5939,32127.9696,92129,NIL,THE HOLY FAMILY CH
21714.5402,34537.7353,12091,B05,SIM HQ
31035.2035,31987.8996,1211,B13,OPP BLK 461
12880.529,32486.242,22409,B06,BEF SHIPYARD RD
41069.2589,37098.4341,76179,B03,OPP BLK 266
19358.7415,44832.9957,45111,B27,OPP KRANJI WAR MEMORIAL
32844.2208,39783.8275,64111,B17,OPP BLK 953
26894.0238,44124.9259,57051,B07,AFT SEMBAWANG AIR BASE
39428.353,40093.9636,77289,B22,BLK 738
29536.3322,38974.9995,54247,B18,BLK 322
7574.746902,32251.3819,24621,B11,AFT OCEAN TANKER
32407.2199,40999.6116,67059,B25,SELETAR HILLS EST
33582.1602,39604.1937,64479,B01,BLK 665
40914.075,36853.7149,76081,B04,OPP THE HOLY TRINITY CH
26402.6788,30112.9127,10191,B13,BLK 78
34479.0775,33699.3839,81101,B04,CISCO CTR
20306.2935,40032.3802,45009,NIL,BT PANJANG INT
20191.6756,39957.6423,44859,NIL,MAYSPRINGS CONDO
26794.2736,35828.0021,40259,B06,BEF WALLACE WAY
42688.31648,34929.25861,96321,B02,DBS ASIA HUB
17923.8776,33496.3138,20169,B22,BLK 35
31024.5018,32867.3514,7351,B05,EMINENT PLAZA
41501.0229,33797.8753,85021,B01,COUNTRY PK
31172.658,32667.0655,7361,B03,OPP PEK CHUAN BLDG
23393.5254,32383.5513,11379,TMNL,BUONA VISTA TER
35778.6771,41381.4745,67119,B06,BLK 128
32424.2575,42106.7479,68031,B07,JLN KAYU SHOPHSE
27698.5317,45559.0112,59309,B23,JIEMIN PR SCH
42151.3479,39000.6423,78161,B02,BLK 216
43254.973,38375.1822,97111,B41,BEF TOH CL
39134.624,38060.2136,75289,B14,OPP BLKS 741/742
29989.3369,37272.6734,53269,B01,BISHAN STADIUM
35174.0526,41429.4732,67181,B06,BLK 240
22948.3155,31840.2994,18141,B06,AFT ANGLO-CHINESE JC
35382.6086,40668.9463,65021,B03,OPP BLK 110
13264.4586,37240.2048,27109,B13,OPP WESTVILLE
21055.3238,33789.5488,12061,B11,BLK 109
21798.9378,46014.3822,46531,B04,BLK 173
40027.2861,37203.8523,76051,B03,TAMPINES STADIUM
22300.827,32201.2607,19091,B02,S'PORE POLY
35888.976,41015.3844,67139,B05,OPP BLK 121
34405.8574,33003.2566,81069,NIL,OPP LOR 39 GEYLANG
30231.3381,29792.2488,3011,B01,FULLERTON SQ
26780.5373,35858.0725,40251,B05,AFT WALLACE WAY
6771.571199,34082.048,26151,B05,OPP HEMPEL
41370.2497,36053.8152,96169,B04,SIMEI STN
29074.0539,29608.5259,5013,B08,PEOPLE'S PK CPLX
31042.0479,31951.375,1219,B12,BLK 461
14063.4958,32915.6768,22079,B08,AFT JURONG PIER RD
20081.9004,33583.7344,20101,B19,NAN HUA PR SCH
14004.8601,47390.25,34009,B00,LIM CHU KANG TER
20874.4224,39782.8474,44211,B05,BLK 127
12471.3356,38000.7359,31011,B10,AFT NANYANG AVE
25913.8422,34672.9234,41131,B03,OPP THE JAPANESE ASSN
17051.8195,32876.4274,29029,B05,OPP SUNLIGHT TIMBER
25639.2772,47565.6516,NIL,B02,WOODLANDS AVE 10
13448.836,34430.8388,22219,B05,AFT NEYTHAL RD
14274.978,33434.3291,21301,B02,OPP JLN PESAWAT
40054.7584,37219.4764,76059,B04,OPP TAMPINES STADIUM
13462.08859,33853.75858,22029,B15,PCI
38701.6683,32433.0214,93039,B16,LAGUNA PK
42078.87193,37581.9614,76461,B02,EDEN CONDO
23789.0941,30790.5933,18209,B01,BEF ALL ST CHAPEL
34831.6014,40944.9838,67261,B07,BLK 203B
36453.57485,42976.01959,65309,NIL,OPP BLK 612A
33018.0502,35067.0511,70041,B02,OPP BLK 4
34488.7325,39434.064,64381,B06,OPP BLK 521
29621.5458,38406.1595,54081,B07,TECK GHEE CT
28582.01553,35555.03993,52249,B01,OPP LIONS NURSING HOME
38538.35036,37028.30081,UNK,UNK,
24990.3715,47287.3775,47611,B11,WOODSVALE CONDO
29825.8895,30621.2866,4142,B04,ARMENIAN CH
14812.6278,36378.7027,21451,B06,BLK 206
28183.3856,45265.2622,59061,B07,BLK 763
34540.6678,36640.1009,NIL,B01,BEF DEFU LANE 9
45507.9905,38152.2722,95029,B01,CHANGI AIRPORT PTB1
19193.746,42010.4162,45031,B11,YEW TEE IND EST
32239.5685,42696.6658,68111,B13,BEF SELETAR CAMP G
20349.0492,46505.5418,46049,B36,BEF SRI ARASAKESARI TP
40686.386,34863.1034,85061,B09,OPP BEDOK MKT PLACE
15506.8472,35542.391,21609,B10,OPP BLK 364
13020.1007,35815.8344,22249,B02,BLK 622
34522.6671,36636.1018,NIL,B02,BEF DEFU LANE 10
18412.2876,33620.6197,20189,B03,OPP AYER RAJAH CC
44940.0411,41083.214,99041,B21,AFT CHANGI GOLF COURSE
28292.7756,37054.7057,53039,B06,THOMSON CC
18086.55001,34030.37001,20069,B01,BEF JURONG TOWN HALL RD
33771.10547,39248.55416,63371,B11,BLK 679
16977.2811,35747.4766,28279,B16,BLK 114
43626.7793,38304.9864,97201,B09,OPP CHANGI CHAPEL MUSEUM
29171.4246,35580.6266,52159,B07,BLK 128
28605.3179,45017.5617,59349,B01,BLK 651
21068.6367,36016.2305,42179,B06,OPP RAINBOW GDNS
29236.0305,40667.8171,55309,B04,OPP ANG MO KIO POLICE DIV HQ
15052.62402,39570.41743,30029,B21,
30605.549,39299.262,54589,B08,BLK 555
37662.1055,39516.3984,74019,B30,LP 223R27
5344.222799,31618.8942,26311,NIL,AFT TUAS STH AVE 6
30059.974,33136.0215,50301,B01,KENTISH GREEN
17631.9609,39876.8603,44089,B03,OPP BLK 296A
35060.744,38488.7568,64239,B01,OPP BLK 316
35624.9974,43022.0284,65251,B01,PUNGGOL MRT STN
23707.3016,31964.0268,11171,B03,OPP BLK 7B
16019.2024,36810.7856,28581,B07,BLK 491
30986.2194,39910.3818,54491,B12,AFT CTE
15163.1664,34393.9282,21461,B01,BEF LOR TUKANG LIMA
9714.973401,33991.1492,24571,B03,NYPRO (S)
35778.9975,42787.7502,65219,NIL,AFT PUNGGOL CENTRAL
30152.4609,41597.7447,55071,B40,BEF KLC SCH OF EDN
13703.0829,26839.3088,JURONG ISLAND,B02,JURONG ISLAND
21064.5639,33722.8307,12069,B12,OPP BLK 109A
33184.743,36083.2025,62071,B04,
33904.10451,40152.5593,64461,B06,BLK 579
29658.7071,28942.1249,3111,B05,AFT CAPITAL TWR
17559.8331,32086.56,29129,B02,CHIN LEONG (CLP)
29787.8978,33509.2248,50121,B03,NATL SKIN CTR
29512.3513,40691.6063,55311,B01,OPP YIO CHU KANG STADIUM
29851.1917,29437.5173,3021,B01,PRUDENTIAL TWR
